Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable,Room Categor,Community
DIMAN HOUSE,DIMAN FL 3,DIMAN 302,DIMAN 302,DIMAN 302-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 304,DIMAN 304,DIMAN 304-2,Double,,Female,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 306A,DIMAN 306A,DIMAN 306A-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 306B,DIMAN 306B,DIMAN 306B-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 307,DIMAN 307,DIMAN 307-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 307,DIMAN 307,DIMAN 307-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 308,DIMAN 308,DIMAN 308-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 308,DIMAN 308,DIMAN 308-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 310,DIMAN 310,DIMAN 310-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 315,DIMAN 315,DIMAN 315-1,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 315,DIMAN 315,DIMAN 315-2,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 315,DIMAN 315,DIMAN 315-3,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 317,DIMAN 317,DIMAN 317-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 317,DIMAN 317,DIMAN 317-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 321,DIMAN 321,DIMAN 321-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 321,DIMAN 321,DIMAN 321-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 323,DIMAN 323,DIMAN 323-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 326,DIMAN 326,DIMAN 326-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 327,DIMAN 327,DIMAN 327-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 327,DIMAN 327,DIMAN 327-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 328,DIMAN 328,DIMAN 328-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 328,DIMAN 328,DIMAN 328-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 331,DIMAN 331,DIMAN 331-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 331,DIMAN 331,DIMAN 331-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 333,DIMAN 333,DIMAN 333-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 333,DIMAN 333,DIMAN 333-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 334,DIMAN 334,DIMAN 334-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 334,DIMAN 334,DIMAN 334-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 402,DIMAN 402,DIMAN 402-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 402,DIMAN 402,DIMAN 402-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 404,DIMAN 404,DIMAN 404-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 404,DIMAN 404,DIMAN 404-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 406,DIMAN 406,DIMAN 406-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 406,DIMAN 406,DIMAN 406-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 407,DIMAN 407,DIMAN 407-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 407,DIMAN 407,DIMAN 407-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 427,DIMAN 427,DIMAN 427-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 427,DIMAN 427,DIMAN 427-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 428,DIMAN 428,DIMAN 428-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 428,DIMAN 428,DIMAN 428-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 429,DIMAN 429,DIMAN 429-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 429,DIMAN 429,DIMAN 429-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 431,DIMAN 431,DIMAN 431-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 431,DIMAN 431,DIMAN 431-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 127,GODDARD 127,GODDARD 127-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 127,GODDARD 127,GODDARD 127-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 201,GODDARD 201,GODDARD 201-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 201,GODDARD 201,GODDARD 201-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 202,GODDARD 202,GODDARD 202-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 202,GODDARD 202,GODDARD 202-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 217,GODDARD 217,GODDARD 217-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 217,GODDARD 217,GODDARD 217-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 219,GODDARD 219,GODDARD 219-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 221,GODDARD 221,GODDARD 221-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 223,GODDARD 223,GODDARD 223-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 223,GODDARD 223,GODDARD 223-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 227,GODDARD 227,GODDARD 227-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 227,GODDARD 227,GODDARD 227-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 230,GODDARD 230,GODDARD 230-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 231,GODDARD 231,GODDARD 231-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 240,GODDARD 240,GODDARD 240-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 242,GODDARD 242,GODDARD 242-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 242,GODDARD 242,GODDARD 242-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 244A,GODDARD 244A,GODDARD 244A-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 244B,GODDARD 244B,GODDARD 244B-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 245,GODDARD 245,GODDARD 245-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 245,GODDARD 245,GODDARD 245-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 247,GODDARD 247,GODDARD 247-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 247,GODDARD 247,GODDARD 247-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 248,GODDARD 248,GODDARD 248-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 248,GODDARD 248,GODDARD 248-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 301,GODDARD 301,GODDARD 301-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 301,GODDARD 301,GODDARD 301-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 302,GODDARD 302,GODDARD 302-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 302,GODDARD 302,GODDARD 302-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 306A,GODDARD 306A,GODDARD 306A-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 306B,GODDARD 306B,GODDARD 306B-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 308,GODDARD 308,GODDARD 308-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 308,GODDARD 308,GODDARD 308-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 313,GODDARD 313,GODDARD 313-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 315,GODDARD 315,GODDARD 315-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 316,GODDARD 316,GODDARD 316-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 317,GODDARD 317,GODDARD 317-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 319,GODDARD 319,GODDARD 319-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 323,GODDARD 323,GODDARD 323-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 323,GODDARD 323,GODDARD 323-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 327,GODDARD 327,GODDARD 327-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 327,GODDARD 327,GODDARD 327-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 330,GODDARD 330,GODDARD 330-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 334,GODDARD 334,GODDARD 334-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 335,GODDARD 335,GODDARD 335-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 336,GODDARD 336,GODDARD 336-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 338,GODDARD 338,GODDARD 338-1,Single,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 402,GODDARD 402,GODDARD 402-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 402,GODDARD 402,GODDARD 402-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404-2,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 406,GODDARD 406,GODDARD 406-1,Double,,CoEd,Spring General Housing Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 406,GODDARD 406,GODDARD 406-2,Double,,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 133,GRADCTR A 130 133-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 135,GRADCTR A 130 135-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 221,GRADCTR A 220 221-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 222,GRADCTR A 220 222-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 223,GRADCTR A 220 223-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 224,GRADCTR A 220 224-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 225,GRADCTR A 220 225-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 241,GRADCTR A 240 241-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 242,GRADCTR A 240 242-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 243,GRADCTR A 240 243-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 244,GRADCTR A 240 244-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 245,GRADCTR A 240 245-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 246,GRADCTR A 240 246-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 311,GRADCTR A 310 311-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 312,GRADCTR A 310 312-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 314,GRADCTR A 310 314-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 315,GRADCTR A 310 315-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 321,GRADCTR A 320 321-1,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 322,GRADCTR A 320 322-1,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 323,GRADCTR A 320 323-1,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 324,GRADCTR A 320 324-1,Single (Suite/Apartment),4.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 341,GRADCTR A 340 341-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 342,GRADCTR A 340 342-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 343,GRADCTR A 340 343-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 344,GRADCTR A 340 344-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 345,GRADCTR A 340 345-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 346,GRADCTR A 340 346-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 411,GRADCTR A 410 411-1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 412,GRADCTR A 410 412-1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 413,GRADCTR A 410 413-1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 414,GRADCTR A 410 414-1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 421,GRADCTR A 420 421-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 422,GRADCTR A 420 422-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 423,GRADCTR A 420 423-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 424,GRADCTR A 420 424-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 425,GRADCTR A 420 425-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 426,GRADCTR A 420 426-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 441,GRADCTR A 440 441-1,Single (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 445,GRADCTR A 440 445-1,Single (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 511,GRADCTR A 510 511-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 512,GRADCTR A 510 512-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 513,GRADCTR A 510 513-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 514,GRADCTR A 510 514-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 515,GRADCTR A 510 515-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 521,GRADCTR A 520 521-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 522,GRADCTR A 520 522-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 523,GRADCTR A 520 523-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 524,GRADCTR A 520 524-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 525,GRADCTR A 520 525-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 531,GRADCTR A 530 531-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 541,GRADCTR A 540 541-1,Single (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 612,GRADCTR A 610 612-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 614,GRADCTR A 610 614-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 615,GRADCTR A 610 615-1,Single (Suite/Apartment),5.0,Female,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 625,GRADCTR A 620 625-1,Single (Suite/Apartment),6.0,Male,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 641,GRADCTR A 640 641-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 642,GRADCTR A 640 642-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 643,GRADCTR A 640 643-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 644,GRADCTR A 640 644-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 645,GRADCTR A 640 645-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 646,GRADCTR A 640 646-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 111,GRADCTR B 110 111-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 112,GRADCTR B 110 112-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 113,GRADCTR B 110 113-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 114,GRADCTR B 110 114-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 115,GRADCTR B 110 115-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 121,GRADCTR B 120 121-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 122,GRADCTR B 120 122-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 123,GRADCTR B 120 123-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 124,GRADCTR B 120 124-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 125,GRADCTR B 120 125-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 141,GRADCTR B 140 141-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 142,GRADCTR B 140 142-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 143,GRADCTR B 140 143-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 144,GRADCTR B 140 144-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 145,GRADCTR B 140 145-1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 211,GRADCTR B 210 211-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 212,GRADCTR B 210 212-1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
